"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Q1","Q7","Q8","Q82","Q80","Q81","SB_choice","Q77_1","Q77_2","Q77_3","Q77_4","NH_choice","Q76_1","Q76_2","Q76_3","Q76_4","Q53_1","Q72_1","Q72_2","Q72_3","Q72_4","Q52_1","Q73_1","Q73_2","Q73_3","Q73_4","Q31_1","Q74_1","Q74_2","Q74_3","Q74_4","Q48_1","Q75_1","Q75_2","Q75_3","Q75_4","sb_ad_den","Q66_1","Q66_2","Q66_3","Q66_4","sb_ad_car","Q67_1","Q67_2","Q67_3","Q67_4","sb_op_den","Q64_1","Q64_2","Q64_3","Q64_4","sb_op_car","Q65_1","Q65_2","Q65_3","Q65_4","nh_ad_win","Q59_1","Q59_2","Q59_3","Q59_4","nh_ad_lose","Q60_1","Q60_2","Q60_3","Q60_4","nh_op_win","Q61_1","Q61_2","Q61_3","Q61_4","nh_op_lose","Q62_1","Q62_2","Q62_3","Q62_4","control","Q63_1","Q63_2","Q63_3","Q63_4","Q54_1","Q71_1","Q71_2","Q71_3","Q71_4","Q55_1","Q70_1","Q70_2","Q70_3","Q70_4","Q57_1","Q69_1","Q69_2","Q69_3","Q69_4","Q56_1","Q68_1","Q68_2","Q68_3","Q68_4","Q36","Q11","Q37","Q78","Q79_1","Q23_1","Q35_1","Q26_1","Q27_1","Q45_1","Q58","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q38","DO-BR-FL_112","DO-BR-FL_69","DO-BR-FL_107","DO-BR-FL_88","DO-BR-FL_110","DO-BL-Importance","DO-Q-SB_choice","DO-Q-NH_choice","LocationLatitude","LocationLongitude","LocationAccuracy"
"R_3PHM5pK56SuL70Z","Default Response Set","Anonymous",,,"172.15.229.101",0,2/5/2016 9:52,2/5/2016 10:03,1,1,1,"Yesterday morning I worked in the yard for a while after I had breakfast. It was a beautiful day and a good day to be outside. Then I turked for a while and had lunch. After lunch I turked for a while longer and then had dinner and watched some TV before going to bed.",1,1,42,2,5.259,5.259,6.729,1,2,9.667,9.667,16.754,1,,,,,,82,9.407,19.564,23.127,2,,,,,,61,12.95,12.95,14.228,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The last time I went to the grocery store I was only getting a few things that I needed. I bought some cat litter and some cat food for my cats. And I also bought some milk and eggs and avocados and grapes. It was a very quiet time at the store with not too many people there and the cashiers were not very busy and I got checked out very quickly.",1.33,1.33,110.814,1,,,,,,82,8.822,8.822,10.2,1,,,,,,60,2.435,2.435,7.629,1,1,1,155,1,30,1,2,5,3,4,1,"Joe Biden","Paul Ryan","Romney","Ted Cruz","Cam Newton","Peyton Manning","New England Patriots","Seattle Seahawks",,"NHchoice|SBchoice","FL_70|FL_79","CONTROL","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","2|1","1|2",29.5812988281,-95.0272979736,-1
"R_O2QgYoSEHT2rx2F","Default Response Set","Anonymous",,,"69.131.180.93",0,2/5/2016 9:59,2/5/2016 10:03,1,1,1,"In the morning I went with my brother to get gas and energy drinks. In the afternoon, I worked. In the evening, I watched a TV show with my sister.",1,1,42,2,3.128,3.128,4.124,1,2,7.32,7.574,8.316,3,,,,,,56,2.982,3.741,4.704,2,,,,,,72,3.424,3.424,4.464,1,"I don't know a lot about either team, but I have heard more about the Broncos. Because I have heard more about the team, I expect them to do better.",13.34,13.34,34.184,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,2.424,2.424,3.415,1,,,,,,62,4.28,4.28,5.778,1,1,1,180,1,57,3,1,3,5,2,1,"Joe Biden","Paul Ryan","McCain","Romney","Eli Manning","Peyton Manning","Green Bay Packers","Texans",,"NHchoice|SBchoice","FL_70|FL_79","SB_advocate","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","1|2","2|1",45.1726074219,-90.3695983887,-1
"R_25FKZq79CPnTOhl","Default Response Set","Anonymous",,,"71.69.189.22",0,2/5/2016 9:49,2/5/2016 10:03,1,1,1,"Yesterday was a bit of an unusual day for me as the activity I was involved in started at 6:30 a.m. and ended at 11:30 p.m. I drove from my home in Southern Florida to my children's home in Northern Virginia. Only thing I did on the trip was stop twice for gas and another time to use a rest stop for a brief rest. When I arrived in Virginia. I kissed the kids and grand kids and headed to bed. Sorry I didn't have anything more exciting to tell you but, yesterday was a travel day.",1,1,42,1,4.474,4.474,6.549,1,2,9.534,9.534,14.119,1,90,4.868,4.868,7.688,1,,,,,,,,,,,66,8.194,8.194,12.438,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The dick head has been the front runner in New Hampshire for a long time. He is an East coast ass hole who will get the vote of those on the East coast. I believe Rubio and Cruz will come on strong but, Trump will win because of all of his East coast connections. I would bet $500 on him winning.",19.311,141.342,160.041,8,,,,,,93,6.049,6.049,9.148,1,,,,,,,,,,,58,7.923,7.923,9.759,1,1,1,157,1,56,7,1,2,1,2,1,"Mr. Joseph Biden","Mr. Paul Ryan","Mitt Romney","Mitt Romney","Cam Newton","Payton Manning","New England Patriots","Arizona Cardinals","Well developed. Sorry I just can't get behind Trump as he is a bigot, bully, arrogant ass and speaks at a 4th grade level. I am not sure he could spell politics. Just my opinion. I earned that opinion by giving 23 years to our military and 2 combat tours in Vietnam.","SBchoice|NHchoice","FL_79|FL_70","NH_opposite","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","2|1","2|1",35.9499969482,-78.9616012573,-1
"R_DkFBc79YbkQR69P","Default Response Set","Anonymous",,,"173.27.35.225",0,2/5/2016 10:01,2/5/2016 10:03,1,1,1,"In the morning I took care of my young children by cooking them breakfast and getting them off to school. I then through the afternoon hours took care of my infant by feeding and changing her. Then in the evening I cooked dinner and helped the kids with homework. ",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5778045654,-90.5318984985,-1
"R_1q8rW9lS50CPL77","Default Response Set","Anonymous",,,"181.49.71.118",0,2/5/2016 9:55,2/5/2016 10:03,1,1,1,"In the morning I went to the airport , in the afternoon my husband picked me up at the airport and at night I watched a movie and had dinner with my husband.",1,1,42,2,7.085,7.085,8.4,1,2,6.061,6.061,6.996,1,,,,,,51,3.921,3.921,4.847,1,,,,,,50,11.463,11.96,16.839,2,,,,,,,,,,,,,,,,,,,,,,,,,,"I just think that not that many people like him right now so that would make him lose",17.366,39.464,42.18,2,,,,,,,,,,,,,,,,,,,,,71,5.174,5.174,5.998,1,,,,,,72,11.165,11.165,12.147,1,1,1,170,1,51,2,4,3,1,4,1,"jo bidon","no idea","sanders","george bush","cam newton","peyton manning","patriots","patriots","Thanks","SBchoice|NHchoice","FL_79|FL_70","NH_advocate","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","1|2","1|2",4.5980987549,-74.0757980347,-1
"R_1DFN218XRTNDTWU","Default Response Set","Anonymous",,,"162.27.9.20",0,2/5/2016 9:58,2/5/2016 10:03,1,1,1,"I got ready for work and went to work.  I went home and made dinner.  I did laundry all through the evening.",1,1,42,1,3.689,3.689,4.8,1,1,4.427,4.427,6.352,1,60,3.392,7.527,8.721,3,,,,,,70,3.813,6.103,8.229,3,,,,,,,,,,,,,,,,,,,,,,,,,,"Donald Trump is currently the best candidate we have for our next president.  He's a practicing conservative.  He calls it like he sees it, and seems trustworthy.",5.535,5.535,39.804,1,,,,,,,,,,,,,,,,,,,,,60,4.673,4.673,7.496,1,,,,,,70,4.708,6.452,7.604,2,,,,,,1,1,150,1,75,6,6,5,2,3,1,"Joe Biden","Paul Ryan","I have no idea","Mitt Romney","Cam Newton","Peyton Manning","Don't remember","Maybe the Cardinals?",,"SBchoice|NHchoice","FL_79|FL_70","NH_advocate","FL_89|FL_94","Factual Quiz - Football|Factual Quiz - Politics","Q27|Q45","1|2","1|2",41.8251037598,-88.2049026489,-1
"R_1GTeFm6r3pAKRUF","Default Response Set","Anonymous",,,"70.170.14.123",0,2/5/2016 9:56,2/5/2016 10:03,1,1,1,"I woke up in the morning and started work.  When afternoon hit, I took a break, ate lunch then got back to work.  Later, during the evening, I relaxed and watched TV with my boyfriend after enjoying dinner.",1,1,42,2,2.724,3.208,3.522,2,1,6.113,6.113,6.743,1,,,,,,50,4.55,5.054,5.539,2,50,4.739,6.832,7.621,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I arrived at the store, grabbed a cart and headed for the produce section.  When I got everything I needed, I moved on to the bulk section and picked up what I needed from there.  I didn't really need anything from the inner aisles nor did I need anything from the meat section so I skipped to the dairy section, picked up what I needed and moved on to the drink section.  There, I picked up things I needed then headed to the self-checkout.  I bought everything I had in my cart, paid and hauled it out to my car to load it up and bring it home.",1.408,1.408,114.481,1,,,,,,50,2.262,2.262,2.953,1,50,7.022,9.131,10.144,2,,,,,,1,1,200,1,50,1,1,1,4,4,1,"Joe Biden","Paul Ryan","John McCain","Mitt Romney","Cam Newton","Peyton Manning","Patriots","I don't know",,"SBchoice|NHchoice","FL_79|FL_70","CONTROL","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","2|1","1|2",36.1988983154,-115.1175003052,-1
"R_12g4IajpH0kM2wo","Default Response Set","Anonymous",,,"168.25.6.203",0,2/5/2016 9:58,2/5/2016 10:03,1,1,1,"I woke up, walked my two dogs and made coffee. I went to work and stayed there around 9 hours and then cam home and watched the democratic debate",1,1,42,1,1.994,1.994,3.626,1,2,3.426,3.426,9.583,1,67,5.127,5.127,6.01,1,,,,,,,,,,,86,2.477,6.791,8.655,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donald trump learned a hard lesson in Iowa. Days after in an interview he claimed he had no real ground game in Iowa and even claimed it was a term he was unfamiliar with. A man of his resources could spin up a ground game very fast and surprise Ted Cruz in NH",7.343,57.58,86.265,4,,,,,,67,1.906,3.806,7.328,2,,,,,,,,,,,86,4.687,6.817,7.954,2,1,1,175,1,56,5,1,3,1,1,1,"Joe Biden","Paul Ryan","John Mccain","John Mccain","cam newton","paten manning","greenbay","new orleans",,"NHchoice|SBchoice","FL_70|FL_79","NH_opposite","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","1|2","2|1",33.9409942627,-83.43409729,-1
"R_28LNyda3OEV9vl6","Default Response Set","Anonymous",,,"65.166.169.43",0,2/5/2016 9:54,2/5/2016 10:03,1,1,1,"Yesterday morning, I woke up and and got ready for work, dropping my daughter off at school on my way.  After I arrived at work, I spent the majority of the day tweaking and adjusting several corporate websites, as well as producing some marketing material.  After work, I made black beans and rice for dinner then worked on my personal website because I am currently looking to relocate to a new city with a new job and new opportunities.",1,1,42,1,3.567,3.567,4.46,1,1,5.959,5.959,7.217,1,71,3.31,4.191,5.309,3,,,,,,90,2.541,2.541,3.255,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Donald Trump will likely lose the New Hampshire primary because all of his statements don't actually tell you anything - they are all circular logic that never actually goes anywhere.  He has no actual plans or ideas, only sound bites and hate speech.",16.198,16.198,98.837,1,,,,,,,,,,,70,1.978,4.893,5.656,2,,,,,,90,4.303,5.89,6.847,2,,,,,,1,1,130,1,66,4,4,1,7,1,1,"Joe Biden","Paul Ryan","John McCain","Ron Paul","I don't Know","Peyton Manning","I don't know","I don't know","Thanks for the work!","NHchoice|SBchoice","FL_70|FL_79","NH_opposite","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","1|2","1|2",37.9207000732,-84.4177017212,-1
"R_1Cxqk4KfX9xc2in","Default Response Set","Anonymous",,,"205.197.242.149",0,2/5/2016 9:53,2/5/2016 10:03,1,1,1,"Yesterday morning I ate, drank water and did computer work. In the afternoon I ate again, did more computer work and watched a video. In the evening I worked out, did more computer work and ate.",1,1,42,1,3.079,3.079,5.064,1,1,8.303,8.303,14.455,1,60,4.624,7.867,9.749,2,,,,,,73,6.271,9.11,10.407,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I went to the grocery store to buy food to last me a couple of days. I bought a couple packages of chicken, some vegetables, and rice.",8.06,93.051,95.005,3,60,3.15,6.335,12.106,2,,,,,,74,5.655,9.212,11.079,2,,,,,,1,1,160,1,73,5,4,4,4,3,1,"Joe Biden","Paul Ryan","I don't know","I don't know","Cam Newton","Peyton Manning","I forgot","Seattle Seahawks",,"SBchoice|NHchoice","FL_79|FL_70","CONTROL","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","2|1","2|1",38,-97,-1
"R_2VkDwoPyW0u5PTm","Default Response Set","Anonymous",,,"74.99.136.195",0,2/5/2016 9:51,2/5/2016 10:03,1,1,1,"Yesterday was a pretty typical day for me. I was very sleepy when I woke up due to insomnia. The baby woke up, and therefore woke me up, as I heard him on the monitor. I grabbed him and brought him into bed to nurse him. Then I came downstairs, played ""chase"" on the floor with him for a few minutes, made some hot tea. (I hope these count as activities?) /  / In the afternoon, I switched between mTurk and the baby. I worked quite a bit, completing various tasks on mTurk, mostly surveys. The baby took a long nap on my chest (he usually naps in my room, but he's sick, so it's easier for him to sleep in an upright position right now so that he can breathe), and I very slowly and awkwardly worked on mTurk while he was napping with me. I picked my 9 year old son up from school around 3:00 and brought him home, and we had a brief conversation about his day, which he's always very reticent to have for reasons that elude my understanding. /  / In the evening, a friend of mine came over and spent a few hours with the kids. She fixed dinner for them so that I could continue to work. I continued working on mTurk, and surpassed my earning goal for the day, so that was great. When I was done with work, I took a bath with the baby, dressed him, used the suction bulb to get some of the snot out of his nose (which he decidedly did NOT enjoy), and rocked him to sleep while watching a little TV on my laptop. After that, I made cheese fries topped with pulled pork for dinner for myself and relaxed on the couch for a few hours before bed, reading some news articles and watching a little more TV. That's a rare treat - I usually work until about an hour before bed trying to meet my goal, so it was a real pleasure to be able to relax for awhile.",1,1,42,1,3.623,3.623,4.73,1,2,5.253,5.253,7.104,1,60,5.666,5.666,9.399,1,,,,,,,,,,,80,4.024,8.528,10.726,2,,,,,,"The Carolina Panthers are a superlative team, competent, skilled, and totally prepared to take on the Broncos. They have some of the best football players in the nation. They have consistently and effortlessly crushed their opponents in every game leading up to the SuperBowl. Given the Broncos' weak history and their struggle to even make it to the SuperBowl, there is no question that the Panthers will demolish them.",4.088,93.124,94.079,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4.201,4.793,7.01,2,,,,,,,,,,,80,2.824,7.172,8.368,2,1,1,180,1,20,4,4,3,1,1,1,"Joseph Biden","Johnathan Roberts","Ron Paul","Ron Paul","I have absolutely no idea. John Smith?","Robert Hernandez","The Dallas Cowboys","Green Bay Packers","I literally know NOTHING about football, but I did the best I could and honestly just guessed at the names. Please don't get me in trouble for saying ""I have no idea"" to the first football question, I still hazarded a guess. I wish you'd ask me to explain the primary question instead, I know a lot of people and a bit more about the political climate in NH so I would have been better able to answer that! /  / Anyway, it was definitely fun trying to think up some way to convince a random person that the Carolina Panthers will win the Super Bowl when I had no idea what I was talking about. Thanks for allowing me to participate, and I wish you the best!","NHchoice|SBchoice","FL_70|FL_79","SB_advocate","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","1|2","2|1",40.0052032471,-76.3246002197,-1
"R_1Q9ria3nYgKOZBS","Default Response Set","Anonymous",,,"173.29.196.201",0,2/5/2016 9:54,2/5/2016 10:03,1,1,1,"Yesterday I spent my day taking care of my two small children and working hits on amazon turk",1,1,42,2,7.015,10.075,10.989,3,2,123.911,123.911,125.624,1,,,,,,50,7.705,7.705,9.491,1,,,,,,72,6.883,10.927,14.59,3,,,,,,,,,,,,,,,,,,,,,,,,,,"Because he is a terrible politician and person that is suggesting and supporting hate crimes against our fellow americans",15.814,53.746,54.653,5,,,,,,,,,,,,,,,,,,,,,77,4.635,4.635,6.019,1,,,,,,77,9.121,9.121,10.258,1,1,1,180,1,77,4,1,1,7,1,1,"joe biden","a republican, i can't remember his name right now","mit romney","mitt romney","i don't know","i don't know","i don't know","i don't know",,"NHchoice|SBchoice","FL_79|FL_70","NH_advocate","FL_94|FL_89","Factual Quiz - Football|Factual Quiz - Politics","Q27|Q45","2|1","1|2",37.1701965332,-93.3296966553,-1
"R_4OBHdf64opkizlv","Default Response Set","Anonymous",,,"74.74.252.80",0,2/5/2016 9:57,2/5/2016 10:03,1,1,1,"When I woke up I started working on MechanicalTurk. I did this for a few hours until the afternoon where I worked out until it was dinner time. After I made and ate dinner I sat down and watched a Hockey game before finishing the night up with more MechanicalTurk.",1,1,42,1,4.281,4.281,5.237,1,2,7.581,7.581,8.872,1,85,4.412,4.412,6.267,1,,,,,,,,,,,65,4.293,8.703,13.436,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Americans are crazy and you never know what idiot they will vote for. The fact that Trump has gotten this far means that he has a great chance at winning.",24.474,24.474,60.362,1,,,,,,85,5.782,5.782,8.435,1,,,,,,,,,,,75,8.504,8.504,11.162,1,1,1,180,1,90,4,1,1,4,1,1,"Joe Biden","Don't Know","Don't Remember","Don't Remember","Cam Newton","Peyton Manning","New England Patriots","Arizona Cardinals",,"NHchoice|SBchoice","FL_79|FL_70","NH_opposite","FL_94|FL_89","Factual Quiz - Football|Factual Quiz - Politics","Q45|Q27","2|1","1|2",42.7400970459,-78.1648025513,-1
"R_216gctBfPpGj7NN","Default Response Set","Anonymous",,,"98.174.192.242",0,2/5/2016 9:57,2/5/2016 10:03,1,1,1,"I went to work in the morning. I went grocery shopping in the afternoon and in the evening I relaxed at home watching tv.",1,1,42,2,78.862,78.862,79.908,1,1,3.637,3.637,6.337,1,,,,,,51,3.059,5.134,5.906,2,72,3.677,4.216,5.052,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"We went to the grocery store to buy dinner. We bought chicken and salad. We also bought drinks, and some chicken to cook for our dog as well.",7.016,7.016,47.993,1,,,,,,69,2.605,3.086,3.642,2,71,4.797,4.797,5.375,1,,,,,,1,1,170,1,73,4,4,3,7,4,1,"Joe Biden","Paul Ryan","Bush","McCain","Cam Newton","Peyton Manning","new england patriots","Arizona Cardinals",,"SBchoice|NHchoice","FL_70|FL_79","CONTROL","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","2|1","2|1",33.5724945068,-112.0563964844,-1
"R_1Q5jqBCBMM2mMYj","Default Response Set","Anonymous",,,"24.183.224.37",0,2/5/2016 9:53,2/5/2016 10:03,1,1,1,"Yesterday was quite busy for me.  First, I had a Dr. appointment in a town about an hour away from where I live.  After the Dr. appointment, I went grocery shopping, which is my normal Thursday thing to do.  Then in the evening, I cooked dinner and relaxed and watched t.v.",1,1,42,2,7.202,7.202,8.864,1,2,19.477,19.477,20.949,1,,,,,,70,10.921,18.373,19.56,4,,,,,,50,9.644,15.999,17.661,5,,,,,,,,,,,,,,,,,,,,,,,,,,"I believe that if most Americans have been following the Republican debates and the candidates, they would note that Donald Trump is slowly losing momentum.  I believe that although he will remain in the top three, I think that Marco Rubio will be the front runner.  Donald Trump has caused a lot of debate in this race and has received a lot of attention, but all in all I do not believe he is qualified to be President of the United States.  I think the majority of the American people will realize this as time goes on.",19.994,166.893,167.977,3,,,,,,,,,,,,,,,,,,,,,75,5.759,9.356,10.878,3,,,,,,55,6.094,10.162,11.72,3,1,1,162,1,55,2,3,5,6,1,1,"Joe Biden","Paul Ryan","no idea","no idea","no idea","Peyton Manning","New England","no idea","interesting survey","NHchoice|SBchoice","FL_70|FL_79","NH_advocate","FL_94|FL_89","Factual Quiz - Football|Factual Quiz - Politics","Q45|Q27","2|1","2|1",35.4615020752,-86.4897994995,-1
"R_1OuZwIVGlQfZED6","Default Response Set","Anonymous",,,"74.136.96.163",0,2/5/2016 9:53,2/5/2016 10:03,1,1,1,"I had a clinical meeting in the morning. At noon I had a therapy session with a client, and then I had an IEP meeting for another client. I went home for a break. Then I had another appointment from 6-7. Finally, I came home to eat dinner with my girlfriend.",1,1,42,2,5.513,5.513,7.588,1,2,5.114,5.114,10.424,1,,,,,,50,0,0,10.453,0,,,,,,32,9.172,9.172,13.897,1,,,,,,,,,,,,,,,,,,,,,,,,,,"He's racist and sexist. He's alienated many women and Muslim and Hispanic voters. He doesn't have the knowledge or experience needed. His views contradict the values upon which America was founded. ISIS uses him as a recruitment tool.",18.397,18.397,155.448,1,,,,,,,,,,,,,,,,,,,,,50,3.968,3.968,8.222,1,,,,,,32,0,0,8.726,0,1,1,140,1,12,4,1,1,4,1,1,"Joe Biden","Rand Paul","John McCain","Mitt Romney","John Doe","Bill Williams","Colts","Colts",,"SBchoice|NHchoice","FL_70|FL_79","NH_advocate","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","2|1","2|1",38.2216949463,-85.6800003052,-1
"R_eCEVx4zUNq8T2U5","Default Response Set","Anonymous",,,"71.238.193.0",0,2/5/2016 9:51,2/5/2016 10:03,1,1,1,"Yesterday I started my morning with taking my kids to school and going grocery shopping.  I took a nap during the day, then picked my kids back up in the afternoon.  The evening was consumed by homework, baths, and dinner.",1,1,42,2,,,,,2,,,,,,,,,,50,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The best argument for Donald Trump would be the fact that he is a business man.  Our country is in desperate need of someone to turn our economy around.  Mr. Trump has more experience with this than the other candidate.",,,,,,,,,,,,,,,50,,,,,,,,,,90,,,,,1,1,150,1,0,4,3,2,5,2,1,"Joe Biden","Nancy Palosi","Sara Palin","Sara Palin","Unknown","Unknown ","Chicago Bears","Unknown",,"SBchoice|NHchoice","FL_70|FL_79","NH_opposite","FL_89|FL_94","Factual Quiz - Football|Factual Quiz - Politics","Q27|Q45","2|1","1|2",34.9024047852,-92.2302017212,-1
"R_1K9bJNo8vCQWnrT","Default Response Set","Anonymous",,,"75.70.222.120",0,2/5/2016 9:59,2/5/2016 10:04,1,1,1,"Yesterday morning I went to Park for jogging. It was cold though but it was worth it. When I came back home, I had a shower and did some hits on Mturk. In the afternoon, I had my lunch and went to visit my primary physician. It was a big line in his clinic.Finally He was able to see me and recommend some medicine. When I came back home, It was already dark and I watched a film which I enjoyed very much.",1,1,"morning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.958404541,-104.7573013306,-1
"R_WlEe6MXbDAlLKx3","Default Response Set","Anonymous",,,"98.110.61.244",0,2/5/2016 9:47,2/5/2016 10:04,1,1,1,"I got up around 6:00 am, I log onto my laptop and checked my email, my jobs come in from there, as I do front end web development. I started working on a web page until 7:30 am. I went into the kitchen to get breakfast. After that, I was working on a web page all the way into the afternoon with a break then started again. A family came by and we went out to a chinese restaurant, order food and sat down and ate.  ",1,1,42,2,11.188,11.698,12.607,2,1,19.201,20.137,20.851,2,,,,,,80,14.699,14.699,16.089,1,30,29.16,29.16,30.015,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Rubio has no experience, Cruz kind of messed up by ""lying"" about Ben Carson dropping out of the race.  All of this gives Donald Trump an edge, I believe.  /  / (your survey is only 17 minutes, please understand this brief statement)",22.983,163.991,170.493,9,,,,,,,,,,,,,,,,,,,,,,,,,,80,10.571,10.571,11.496,1,81,11.839,13.662,14.533,2,,,,,,1,1,175,1,40,4,4,3,1,1,1,"joe biden","paul ryan","no idea","matt romney","cam newton","manning","i dont know","i dont know","no","NHchoice|SBchoice","FL_70|FL_79","NH_advocate","FL_89|FL_94","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","1|2","1|2",40.2198028564,-74.7312011719,-1
"R_2Pih0WmV0iq2IQi","Default Response Set","Anonymous",,,"76.25.203.197",0,2/5/2016 9:49,2/5/2016 10:04,1,1,1,"I worked yesterday. I checked my email and responded to people who sent emails to me. I also completed paperwork on my computer and updated documents.",1,1,42,2,5.419,5.419,6.523,1,1,10.295,10.295,12.057,1,,,,,,40,8.385,8.385,10.834,1,45,46.846,70.936,72.053,6,,,,,,,,,,,,,,,,,,,,,,,,,,"Donald Trump currently has momentum in this race, as he rides the wave of the ""outsider"" movement. He is currently the leader in New Hampshire polls, which indicates that he is likely to ""win"" in the New Hampshire primary. ",108.276,108.276,275.376,1,,,,,,,,,,,,,,,,,,,,,,,,,,71,7.87,7.87,8.878,1,60,13.913,15.55,17.434,2,,,,,,1,1,170,1,65,1,3,3,4,6,1,"Joseph Biden","Paul Ryan","John McCain","Mitt Romney","Cam Newton","Peyton Manning","New England Patriots","Arizona Cardinals",,"SBchoice|NHchoice","FL_79|FL_70","NH_advocate","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q45|Q27","1|2","1|2",40.4998931885,-105.2647018433,-1
"R_30vl646cqraQ4EF","Default Response Set","Anonymous",,,"66.195.169.74",0,2/5/2016 9:56,2/5/2016 10:04,1,1,1,"In the morning I woke up and went to work.  I took my lunch at noon, and then continued working until 5pm.  I went home at 5 and spent time with my family.  I picked up my daughter at dance, watched TV, and went to bed.",1,1,42,1,4.134,4.134,5.063,1,1,4.142,4.142,8.263,1,80,4.729,4.729,5.52,1,,,,,,80,8.284,11.853,12.635,3,,,,,,,,,,,,,,,,,,,,,,,,,,"Donald Trump is the predicted winner as of this time.  New Hampshire is the Live Free or Die state.  Donald Trump is known for being brash and outspoken.  This is a person that the people of New Hampshire can relate to.",10.87,10.87,95.717,1,,,,,,,,,,,,,,,,,,,,,80,4.23,4.23,5.024,1,,,,,,80,6.517,6.517,7.491,1,,,,,,1,1,175,1,90,6,6,4,5,4,1,"Joe Biden","Paul Ryan","John McCain","Mitt Romney","Cam Newton","Payton Manning","New England Patriots","Arizona Cardinals",,"SBchoice|NHchoice","FL_79|FL_70","NH_advocate","FL_94|FL_89","Factual Quiz - Football|Factual Quiz - Politics","Q27|Q45","2|1","2|1",43.1425933838,-77.5450973511,-1
"R_bCxxHf2E06dXuQ9","Default Response Set","Anonymous",,,"76.8.188.95",0,2/5/2016 9:44,2/5/2016 10:04,1,1,1,"After breakfast, I cleaned the house.  I finished that chore around noon.  Then I took a little break before going to pick up my granddaughter from school.. After returning home, I visited with my daughter and granddaughters, and we had dinner together.  When they all went home it was about bed time for me.",1,1,42,2,10.149,10.149,12.223,1,1,25.767,25.767,27.956,1,,,,,,81,4.481,4.481,5.769,1,92,16.834,16.834,18.595,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I went to Save A Lot yesterday to pick up a few things.. I only had three things on my list, but as usual I can out with a lot more than I had planned. I just seem to find so many grocery items that I think I might need, but when I get home I find out that I already had two of the same item.  I did this very thing yesterday.  Picked up a can of pineapple, and saw the peaches thinking that I might make a pie for dinner, I purchased two cans of peaches.  Upon arriving at home, I discovered I already had two cans of peaches.  What I didn't have was the crust.  My day, every day.",18.021,18.021,381.029,1,,,,,,81,3.178,3.178,4.774,1,92,11.197,11.197,14.413,1,,,,,,1,1,175,1,20,4,7,4,5,1,1,"Joe Bieden","Mitch McConnell","I don't know","Obama","I don't know","Payton Manning","Cardinals","Patriots",,"NHchoice|SBchoice","FL_79|FL_70","CONTROL","FL_94|FL_89","Factual Quiz - Politics|Factual Quiz - Football","Q27|Q45","1|2","1|2",37.5572052002,-82.6305007935,-1
