"ResponseID","argument_topic","treatment","chosen_outcome","essay",
"R_3Gm3fPXC6W735qG","control","control","control","I have a system where I write down what I am shopping for according to the ilse set up at our local store. I arrange my coupons in the same manner to save time and hassle. I go up each isle and mark off my list what I have gotten. This makes getting in and out simpler and also cuts down on the impulse buys. I start in the fresh fruit area and work my way through to the dairy at the opposite side of the store. I only try to take a little over the amount of money I know I will need to buy what is on my list, this way I can stay in my budgeted amount.",
"R_3hbAQderZXsWsl2","control","control","control","I went to the grocery store this morning. I grabbed a cart, then went through aisle by aisle. I started in produce, then went through the regular aisles. I stopped in the cracker aisle to get crackers to take to work. I went down the canned food aisle grabbing some soup. I then went down the pasta aisle grabbing some packages of Alfredo noodles. I spent the most time in the cereal aisle because there was a sale. I grabbed a few boxes of cereal. After going through the food aisles I hit the deli area. I grabbed some cheese and lunch meat. I continued on to the dairy section and grabbed milk and butter. After than I went through the frozen foods putting waffles, chicken, and a frozen pizza in my cart. The last thing I did before checking out was go through the bakery to grab some croissants. ",
"R_2B8pTnX6mw6JZfA","control","control","control","I went shopping for a few items the other day. I went into the produce section for some bananas and other fruits and a few vegetables. I picked up some fresh salmon as well as pork chops, then a few cold cuts from the deli. I also grabbed some cheese eggs and milk from the dairy isle, then checked out.",
"R_0fGnGInmctIoE5L","control","control","control","I went to Costco to shop for some essentials. I bought milk, eggs, and a variety of fruits. I did buy some junk food which I am not proud about. I got bananas, a watermelon, and some apples. ",
"R_1IAx4a24sdVSl3C","control","control","control","I went to a health food store in McMinnville called harvest fresh. I parked in back of the store and went in, passing a box of huge apples. The store smelled of vegetables. I walked over to the deli to say hi to my friend, Tina, and we hugged. Then I went over to the fruits and vegetables area and bought some red and yellow beets, and two bunches of fennel. I took my purchases to the clerk, and paid. Then I left through the back entrance, where I noticed it was still raining.",
"R_2cAT63SjnI3F0Xf","control","control","control","The last time I went to the grocery it was for just a few items and I only had one of the boys with me.  We ran into Joanne who was with her daughter.",
"R_3Kwj6CXAlQ4zeI7","control","control","control","I walked to the grocery store on Wednesday. I only live 2 blocks away so I always walk to the store. I like going on Wednesday because that is when the store is completely re-stocked. It is slow and all the groceries are stocked. I got a few items for the house. I got some apples, oranges, milk, yogurt, broccoli, and eggs. I was able to go to the check-out line and walked straight up to the cashier. The cashier was very. She checked me out and then helped bag the few items I had.",
"R_VQH8Ol4jp2vO8lX","control","control","control","I had to drop by the grocery store after work this week, to get a couple of things that I'd forgotten to pick up over the weekend.  I needed to pick up some milk, to make home made mac and cheese.  While I was there, I also picked up some extra cheese, some chips, and some fresh vegetables.",
"R_sptEBDusgKp5WrT","control","control","control","My last trip to the store consisted of getting things to prepare a Turkey for smoking.  I got woodchips, brown sugar, salt, and beer.  ",
"R_cYXh7KYUPHUUFmV","control","control","control","It was really crowded in Wal mart but I need to get items. The items acquired allowed me to make dinner for next week and take lunch to work.",
"R_sLK25Vpc3Agq4s9","control","control","control","I drove my car to the store. I bought some food and chips. Then I drove back home.",
"R_1iedJlMi5wE4nBf","control","control","control","I went there just today. I spent about $30 on various foods for myself and the family. I also got a special treat for myself: Apple Jacks.",
"R_VPhYgmQniXqe8CJ","control","control","control","i started at the produce section. i picked up some fruit, onions and potatos. i then made my way to the butcher section of the store and picked up some italian sausage. after that i went to the dairy area and picked up some coffee creamer and yogurt. that was all i needed so i went to the check out, and was checked out of the store. ",
"R_1jBByxY3vJdUH08","control","control","control","When I went to the grocery store yesterday I had my list in hand. There wasn't much I needed to get. I first went over to the meat section and picked up some ground beef for hamburgers. Then I went and got some prepackaged salad near the crisper. I also bought wheat rolls and a can of beans. I had also picked up some cold cuts, turkey and ham to be exact, as well as a half a pound of cheese. Then I had payed at the cash register and was on my way home.",
"R_1M4nBPg4suBGhcx","control","control","control","I went to an Asian grocery store yesterday. Specifically, it was a Korean grocery store that is just as large as an American grocery store. They have a typical produce section, but the deli and seafood area is substantially larger than typical grocery stores. I go to this Korean market specifically to buy their marinated meats, which makes grilling so much easier. I also pick up pickled vegetables, such as kimchee, as well.",
"R_VIRfRXo8cH2InaF","control","control","control","I rode my bicycle to the grocery store.  I took a shopping list with me, so that I would know the items that were on sale.  I selected items that were on sale for buy-one-get-one-free.  I put the items in my cart.  I paid for the items at the cashier.  I put the bags of items on my handlebars.  I rode my bicycle home with the groceries.  I enjoyed my trip to the grocery store.",
"R_302ege6714VydhF","control","control","control","My most recent trip was actually this morning. I went to order a cake for my mother's birthday. I walked to the bakery section and filled out a form and gave it to the baker specifying which cake I want. I then left.",
"R_3h5ZWGRNbLLBvjd","control","control","control","I went to Publix with a list on my phone of the items I wanted to purchase. Beginning in the fresh produce I pick up all of the items for my list making them off as I shopped. After getting all the items on my list and a few more I went to the check out and paid for my groceries.",
"R_2ye0Wntsn3Vf2ik","control","control","control","Hmm. I'm not sure exactly what anyone could learn from my visit. I guess they could learn what types of food and so forth I like. For the most part, things that are unhealthy appeal to me (unfortunately). So I'd say I purchased primarily snacks and frozen food items. (dinners and things). I think I also bought a newspaper.",
"R_9S0I1scu04lVSPn","control","control","control","I last went to Kroger, the grocery store I usually go to, on Sunday.  After getting my cart, I went first to the produce section where I picked up yellow onions and green leaf lettuce.  Next I picked up lunch meat, then beer.  After that I picked up dry rice, a can of black beans.  Afterwards I picked up paper towels and tissues.  I then went to the dairy aisle and got sour cream, milk, yogurt, and cheese.  I picked up some soda on the way to the checkout.  I checked out, and used my reusable canvas bags to take my groceries to the car.",
"R_2YJ2LWWMtCtql2R","control","control","control","i went to the store the other  day in the afternoon. i bought some eggs, milk and cheese. i also needed some dish soap and chicken. it wasn't that busy.",
"R_1Cxqk4KfX9xc2in","control","control","control","I went to the grocery store to buy food to last me a couple of days. I bought a couple packages of chicken, some vegetables, and rice.",
"R_tJVq4mdwdEMRPkl","control","control","control","The last time I went to the store it was for the purpose of getting lunch items for my children's school lunches.  I picked up some basics like string cheese, yogurt, and granola bars.  The store was very empty since I went at 7:30 in the morning.  I passed only a few people in the aisles and the registers were empty when I went to check out.",
"R_2XcxA86X7gVgLLv","control","control","control","I went to Kroger to restock beer and vegetables. I decided to get a box of Natural Light because that is the cheapest beer. Then I went to the frozen foods section and found frozen vegetables that can be cooked in the microwave. Then I paid for my items and left.",
"R_1d3KtLAWBGIJv2k","control","control","control","Last Sunday I went to the local Giant to get milk. I walked to the fridges located in the back of the store and grabbed two half gallons of Lucerne milk. I walked to the front of the store and paid at the register. I then exited the store.",
"R_9YykG42TNSjoZEZ","control","control","control","I went to the store yesterday. I do one big trip in the beginning of the month for anything that will last all month (paper products, canned stuff, frozen food, etc), so my weekly trips are pretty small. I got a few dairy products - milk, yogurt and butter- and I picked up a pack of ground beef and some chicken thighs. The rest of my shopping was fresh produce. I needed a bag of potatoes, carrots, onions and celery. I picked up several varieities of fresh fruit, two heads of lettuce, two squash and a few avacodos that were on sale.",
"R_2Cq9BEUmPCPghn7","control","control","control","First, my husband and I went to the bread/bakery section and grabbed some bread rolls.  Next, we headed to the produce section and got bananas, zucchini, broccoli and tomatoes.  After that we headed to the organic section and grabbed some butter and soy milk, then headed towards the ethnic section for some Mexican condiments and spices.  We went to the frozen section to grab some frozen veggies and check out the frozen vegan pizzas, then headed to the checkout.  We did self-checkout and were on our way out of Kroger.",
"R_3fJzXpGguYWVQwc","control","control","control","I recently took a trip to Kroger to get some groceries. When arriving, i always grab a basket and head straight to the meat section. This section is in the back of the store so i start there and work my way forward. After selecting my meat and frozen goods, i make my way back towards the front of the store grabbing all that a need and ultimately end up in the fruits and fresh vegetables section. This is the last section before heading to the cashier to check out.",
"R_1oGy9T8axVOLqqp","control","control","control","I went to the store this morning with my friend. The store is right down the street so we walked there. We bought two gallons of milk and a dozen eggs for breakfast this morning. After we got done buying these items, we walked back home.",
"R_2mX3L5nBKteKsFz","control","control","control","I walked to Winn-Dixie, which is right next door to my apartment. I checked the sales ad when I walked in, and then I walked around the entire store looking at different items. I bought some mushrooms, potatoes, yogurt, and milk; and then I walked home.",
"R_2QXwry4PjPA7Jcq","control","control","control","My most recent trip to the grocery store had me going to only two places, the bulk bins and the fresh produce aisle.  I buy most of my food in the bulk aisle and the produce aisle, since I follow a strict, plant based diet.  I load up on fresh fruits and vegetable, beans, legumes, seeds, and nuts.",
"R_UyzTd4BDUf7lLOh","control","control","control","I Parked in the parking lot. (It took a couple of laps, because the store was busy.) I grabbed a cart and headed to the soda isle. I picked up three bottles of club soda, and then went to the juice cooler to get some juice. After grabbing that, I went to check out  the meat specials. I saw nothing of value, and headed to the register to check out. I went to the self-service checkout and rang my items up. I paid and left the store. I got in my car and left  the parking lot.",
"R_PIH2fvGPq1kXqaR","control","control","control","I entered the grocery store and started in the produce section. I went to the back of the store where they have the dairy products and got a gallon of milk.  I then went to the frozen section and got chocolate ice cream for my girl. I then went through the bakery section and got some cookies.  I then went to the checkout and left the store.",
"R_2pK4Ob0FyDBaR5O","control","control","control","I went to the store around 5:30pm with my mother and sister. We wanted to cook a meal that is important to our Italian family that we always used to eat when my sister and I were growing up. We knew exactly where to go - we walked straight to the produce section to pick up the greens we needed. Next, we went to the meat section to get our favorite Italian sausage. Then we went to the bakery section to pick up a baguette. Next, we went to the pasta aisle to pick up extra virgin olive oil. We were done at that point and went to the register to check out.",
"R_sNbQ1AKVw80YjXr","control","control","control","My most recent trip to the store was a quick trip in to grab milk. I walked in, walked to the back of the store. I looked over the milk to find the 2%. I then looked over the prices quickly to find the cheapest. Then, I walked to the check-out at the front of the store. There was an empty register open, so I went to that one. I was checked out, using cash. After I got the change, I put it in my purse, grabbed my milk and walked out to my car.",
"R_3I5GwBqrrhFTUh3","control","control","control","Last week, I went to the grocery store that is a block from my work - Fairway. It wasn't a big trip - I just wanted to pick up some tofu and tempeh, because they don't have those products at the store by my apartment. So I went to the store, and picked up those items. They also ended up having Morningstar Farms' Buffalo Chickenless Wings, which are really hard to find, so I purchased those as well. There was a short line (about 3 minutes wait) and I went to the cashier and paid with credit card.",
"R_1d5fpuIwaHmLZ4d","control","control","control","My most recent trip was just for a quick run for a few items. There was a snowstorm coming, so I wanted to run to the store just to get some quick select items just in case. I went to the dairy aisle to grab a carton of milk and some eggs. I then went a few aisles back to the bread, and grabbed a loaf of potato bread. Finally, I went to the alcohol aisle and grabbed a six pack of Sam Adams, then went to the checkout.",
"R_1GTeFm6r3pAKRUF","control","control","control","I arrived at the store, grabbed a cart and headed for the produce section.  When I got everything I needed, I moved on to the bulk section and picked up what I needed from there.  I didn't really need anything from the inner aisles nor did I need anything from the meat section so I skipped to the dairy section, picked up what I needed and moved on to the drink section.  There, I picked up things I needed then headed to the self-checkout.  I bought everything I had in my cart, paid and hauled it out to my car to load it up and bring it home.",
"R_bCxxHf2E06dXuQ9","control","control","control","I went to Save A Lot yesterday to pick up a few things.. I only had three things on my list, but as usual I can out with a lot more than I had planned. I just seem to find so many grocery items that I think I might need, but when I get home I find out that I already had two of the same item.  I did this very thing yesterday.  Picked up a can of pineapple, and saw the peaches thinking that I might make a pie for dinner, I purchased two cans of peaches.  Upon arriving at home, I discovered I already had two cans of peaches.  What I didn't have was the crust.  My day, every day.",
"R_1pmKHivHynE7K0i","control","control","control","I went to the grocery store this past monday after work. I had a few items to buy so that I would have food for the lunch week. I got fruit, bread, and some vegatables to make me a salad. I also got me a yogurt for a snack. After I filled up my basket I went to the register. The store was very busy for a monday afternoon so I had to wait inline for a few minutes. When the cashier got to me, i said ""Hello"" made small talk about the store being super busy. After I paid for my items I got my bag and walked to my car. I put the items in my  car and drove home. ",
"R_2EDYpDf84u82mZH","control","control","control","I went to the grocery store North Shore Farms with my dad a few days ago. First, we got produce including avocados, apples, cilantro, lettuce, onions, sweet potatoes and broccoli. Then, we got camembert and gouda cheeses in the gourmet cheese section. My dad got a soup sample. Next, we got nonfat plain greek yogurt in the yogurt section. Then, we got eggs, orange juice and almond milk in the dairy section. Then, we looked for frozen appetizers in the frozen section but were unsuccessful. Next, we looked for vegetable broth but were unsuccessful. Then, my dad picked up a baguette from the bakery counter while I got honey and a soup sample and looked again for frozen foods. Then we checked out.",
"R_3jd0ylReZ023w73","control","control","control","I walked to the grocery store which is only 3 blocks from my home. It is a small grocery store and my neighbor works there. I purchased some cheese, slices of deli ham, and mushrooms.  I planned to make pizza for lunch and needed these items for the pizza. I chatted with my neighbor a few minutes then walked home.",
"R_bBg39YV7YDvxDSp","control","control","control","I only needed milk, so I walked in and went to the back of the store to the dairy section, grabbed a quart of number 2 milk, and went through the self check out line.",
"R_bNufmfE9nclUp6F","control","control","control","I walked to a nearby supermarket . It was a pleasant morning a nice walk. I entered the Supermarket just after it opened, and It was close to empty. Personnel greeted me as I entered. I picked a few items and went to checkout. This went very fast and easy. I took a nice, calm walk back home.",
"R_2QoIqVzVWkpfXiN","control","control","control","My last grocery visit was for a few selected items that were on sale. I visited the deli and backers before picking up some dairy products and bread. ",
"R_3iHZAhH1BjzVsMF","control","control","control","I went to the local supermarket with my daughter. I had a list which my daughter regarded more as a suggestion. I picked up a number of items that I needed such as fresh vegetables, meats, soft drinks and snacks. My daughter thought that what I had acquired wasn't enough and proceeded to add a variety of items (none of which I particularly objected to) into my cart. After she was finished, we went to the cashier to pay for it all.",
"R_3lr9ZOWrYIUbFSx","control","control","control","On my way back home after work yesterday, I stopped at the grocery store by my house to buy some stuff for dinner. I got some veggies, milk, soup, cat food, some fruits and bread - as well as some cheese and pasta. The checkout line was short as usual and everything was efficient. I got out of the store in less than 15 minutes.",
"R_2uswCuXnaQuUEDC","control","control","control","In my last visit I went to buy coffee. I walked into the store and looked for the coffee aisle. After finding my coffee, I paid for it in the self serve checkout line. ",
"R_3kzImX1oQwvwuQ9","control","control","control","I went to walmart and bought a karosene heater for my office. While there, I went ahead and did my grocery shopping for the week, which included bread, milk, eggs, lunchmeat and cheese.",
"R_Tn36YJB86rQfFEl","control","control","control","We went to Aldi's last week.We have to, as we are poor and cannot afford to go to a regular grocery store.Aldi's is far away but we have to go there. I have a difficult time getting around in the store,as I am a cripple and they have no cripple scooters to ride on in the store.I am too poor to be able to buy my own so i have to hobble around on crutches,as best I can. We bought only essentials and the bill was still over $100.00.I was sad and surprised that even Aldi food is high now.",
"R_3in8DIANB5txgrd","control","control","control","My most recent trip the the grocery store was on a saturday.  I was alone and went up and down each aisle so that I could replenish almost everything.  I went to a store that I wasn't used to going to but I think I got some really good deals.",
"R_3izmGTfo9RHuZjz","football","opposite","car","The broncos have a better defensive lineup and all in all are a better.",
"R_2pVulj1ozOzJIgx","football","opposite","car","The denver broncos have proved that they are a great team. Their record is very impressive and they have one of the best coaching staffs available. The carolina panthers have not been as impressive in the past and I believe that the denver broncos have a better winning history over the past 5 years.",
"R_TnkLGL9KZ7r0QTv","football","opposite","car","Denver's defense is strong. If they can keep Cam in the pocket and throwing they could capitalize on a mistake when he throws. Cam is known to overthink and overthrow receivers and Denver's secondary has very good hands.",
"R_2c01pSXEwlhDUep","football","opposite","car","Manning is a better quarterback. He's had more experience in Superbowl experiences and knows what to expect. This is also probably going to be his last Superbowl so he's going to be on top of his game in order to win his last.",
"R_123amKFkx11Qo88","football","opposite","car","Maybe they are the better team. I know nothing about football and was just picking by name.","x"
"R_3Jn2QU7ml0pK0Pd","football","opposite","car","The Denver Broncos could beat the Carolina Panthers if the conditions are right. There is also always the possibility that the Carolina players will not be on top of their game; they could be having an off day. Both teams are exceptional, of course. Carolina does have a better record this year than Denver, but anything is possible. ",
"R_2e2zr7csj7Ho2jr","football","opposite","car","I really can't help you on this one.  My knowledge of the rules of football is spotty, I know nothing whatsoever of the strategy involved, and until this survey I didn't have the faintest idea who was playing.  In point of fact, I didn't even know there was a team called the Panthers. /  / But... uh... it's winter?  Perhaps having trained in Colorado will in some way advantage the Broncos over their southern foes? /  / Er... an image of the Virgin Mary appeared in my toast and told me the Broncos would win by a spread of 9 points.  Another piece of toast remained blank, but concurred.  I presume this toast to have been the lack-of-image-of the Prophet Mohammed, peace be upon him.","x"
"R_1jC8XqcQrYE32bq","football","opposite","car","Denver has experience on its side when it comes to playing in Super Bowl games. They also have a veteran quarterback in Peyton Manning, who knows how to handle pressure and help his team perform in the biggest spotlights.",
"R_262YzUmyOYA9syz","football","opposite","car","The Broncos will likely beat the Panthers at the Super Bowl. They have a great leader in Peyton Manning who is very experienced. They may also get really lucky and get a few interceptions resulting in points for themselves. I think the Panthers will end up beating themselves.",
"R_3G38eSN4OHDZhib","football","opposite","car","If Manning is able to string together some solid offense with minimal fumbles, he could be the key to winning the game.  Denver's defense is some of the best in the league, so they aren't a cause for concern as far as consistency is concerned.",
"R_2cnEU39y2Ytn0KM","football","opposite","car","Payton Manning is going to have a much better game than people are expecting. He's going to be able to dink and dunk the ball to his receivers which, while being short gains, will enable the Bronco's to score and take lots of time off the clock. With the Panthers having the ball kept out of their hands due to the long, timely drives of the Bronco's offense Cam Newton is going to show that he's not up for the biggest game of the year.",
"R_0wiLzoR9itUK1Vf","football","opposite","car","I know absolutely squat about football except that they run back and forth on the field with a funny shaped ball and pat each other on the butt sometimes. The Denver Broncos might win because they're a better team. Or they might win because the Panthers make some bonehead mistake. Either way, it makes not one single jot of difference in my world.",
"R_88oBWS8jsqfChJD","football","opposite","car","They might beat them because they are a good football team and deserve to be in the super bowl. They also are professionals as well so anything could happen.",
"R_2zcfSIsrgKh9MAq","football","opposite","car","The Carolina Panthers have a great team, they have proven this over and over through the years.  The one aspect of the Panthers though is that they ""drop the ball"" in crunch time.  They have been to the super bowl numerous times and have lost many.  It seems when they finally have a chance they play at their worst.  This is the only chance that the Broncos have.  ",
"R_1NaneBmjSeWjZ13","football","opposite","car","Denver has the smartest QB in the league along with the most fearsome defense in the league. Peyton Manning has been to the Super Bowl before and won it all. The team was also in the Super Bowl 2 years ago, meaning they have the experience as well. The Panthers and Cam Newton have never made it this far and could choke at the pressure.",
"R_e5sgUEehouQtMyZ","football","opposite","car","Firstly, I do not follow professional football very closely. Peyton Manning is also a strong leader, and has been to the Superbowl before. Denver has a much better reputation and longer history than the Panthers in the post season. Mostly, I do not know the stats of the each teams defense and offense, and my guess is mostly based on the fact that Cam Newton is younger and more in his prime than Peyton Manning is. I could easily be wrong.",
"R_3qeTGaXENMQhsXC","football","opposite","car","While the Panthers are favored and appear to be the stronger team, anything can happen in a single game. Cam Newton could choke under the pressure, Peyton Manning could play godlike, you just never know.",
"R_V2bdzLTpAnLfcgF","football","opposite","car","Carolina has been consistent all year long. The Broncos have had to deal with injuries at the quarterback position and some drama that went with the situation.",
"R_1GH4KjBOnxJ4Red","football","opposite","car","Because of Peyton Manning. Obviously.",
"R_3konMwzNBllu9oW","football","opposite","car","Peyton Manning might revert to his old self and win.",
"R_3rYhBxpXdhewNoT","football","opposite","car","The Denver Broncos have a long line behind them that has kept them strong for years now. The panthers suffered the last few years, mostly falling behind in the rankings and the teamwork was awful. The panthers may be having a good year, but the Broncos will win out in the end. ",
"R_3IWRRFYlfFsGDge","football","opposite","car","Denver Broncos could be better at football Carolina. The players are more enthusiastic and hardworking. Luck and talent are on their side.",
"R_1lbEpNEKPHiqn9h","football","opposite","car","THE DENVER BRONCOS HAVE MORE EXPERIENCE THAN THE CAROLINA PANTHERS. THEY ARE A MORE ESTABLISHED TEAM AND THUS HAVE MORE TRIED AND TRUE STRATEGIES IN PLACE  AND I BELIEVE THEY HAVE WON THE SUPER BOWL BEFORE SO THEY ARE MORE LIKELY TO WIN AGAIN. BECAUSE OF ALL THESE THINGS THEY HAVE A BETTER PSYCHOLOGICAL ADVANTAGE BECAUSE THEY ""BELIEVE"" THEY CAN WIN.",
"R_1C3mNVt6gHzXs2c","football","opposite","car"," /  / On a previous question you indicated that the Carolina Panthers were likely to win the Super Bowl. Here, we want to know why you might be wrong about your prediction.  /  / That is, why might the Denver Broncos beat the Carolina Panthers? And what are the best arguments that would lead someone to make this prediction? Please write out those arguments below in the most persuasive way you can. /  / Your goal is to convince someone else that Denver is more likely to win than Carolina. /   /  ",
"R_Z2fSrL10R2ojhlf","football","opposite","car","Denver might beat Carolina because they simply have a better team this year.  Carolina has done great but Denver still outperforms them and their players have more experience.",
"R_3sDAFsLbK0MeNkB","football","opposite","car","Denver has a very good defense and may be able to contain Cam Newton. It's also very likely to be Peyton Manning's last game, which could motivate him to have a stellar performance. ",
"R_1pEfgU5nyYgQYfb","football","opposite","car","The Denver Broncos might beat the Carolina Panthers if Cam Newton does not have a good game. If at quarterback, Cam throws 3 interceptions, it is unlikely that the Panthers will be able to overcome that. Also, if Peyton Manning has a great game, then it will be difficult for the Panthers to win.",
"R_3hux3C8ysEGX0nP","football","opposite","car","The Broncos always choke and Manning isn't the quarterback he used to be. The panthers have had a good streak and its been a long time since they've seen a super bowl. They're hungry for a win.",
"R_3IRaZaczY4h65Sy","football","opposite","car","Carolina is the favorite, but they play the game for a reason: anyone can win on any given day against any given opponent.  Denver has a dynamic defense and one that can create turnovers and be disruptive.  If they can put Newton under pressure and force some mistakes, they could keep Denver close.  Manning isn't what he used to be but he's also got considerable savvy and experience, so he could have one more great game left in him.  Carolina are the favorites, for sure, but Denver has enough talent and potential to create more turnovers that they have a fighting chance.  If they can have a +2 turnover differential, they can win.",
"R_20Y94uEKCt0vhNN","football","opposite","car","Most people including professional sports commentators agree that the Denver Broncos are most likely to win the Superbowl. First, many consider their player lineup stronger. Second, facing their opponent, the Carolina Panthers, most say the Broncos are a better not just as individual players, but as a cohesive team employing a strong team strategy. Lastly, many seem to think the coaching at Denver is currently superior to that of Carolina.",
"R_5uyJs0Bx1DJXyox","football","opposite","car","The Denver Broncos could beat them because it is a game and anything could happen. The Broncos are a pretty good team, and the Carolina Panthers aren't unbeatable.",
"R_6XrF0XwywXcfAIN","football","opposite","car","Denver has a better defense than the Panthers and could stop Cam Newton. Cam Newton and the Panthers could have another bad game like they nearly had against the Seahawks a few weeks ago that nearly cost them the trip to the Super Bowl while Peyton Manning is looking to be back in form.",
"R_2WHna2amz3hECxi","football","opposite","car","The only way the broncos will beat the panthers is if the panthers offense doesn't let their QB throw. Right now they have one of the best offenses. The broncos need to have an aggressive defense and really rely on that. Their offense and QB are veterans and Peyton has been around the block of the Super Bowl before. The pressure thats on the panthers is immensive as they haven't been to a super bowl in a very long time. The broncos have less pressure and know what to do.",
"R_AHaIugP4SGaoVCp","football","opposite","car","The Denver Broncos chance to beat the Carolina Panthers is one of 50% based on the probability that one team or the other wins.",
"R_11j65QpLgcPLXL3","football","opposite","car","There is no reason they should win.only if the Panthers were having a bad day.",
"R_3qgp3VM1uB9kZIS","football","opposite","car","The Denver Bronocs have been playing pretty hard all season. They did not reach the SuperBowl by chance and are just as good as the Panthers. They definitely have a stake in the game and a chance to win. ",
"R_1EhShBHeUtoVLfU","football","opposite","car","The main reason they would lose would be because Peyton Manning is a veteran in the game especially high stakes, high pressure games like the Super Bowl.  Denver has a lot of seasoned, dependable players that might outrank and outdue Carolina. ",
"R_11Zy1rnO0tFFh7W","football","opposite","car","The Denver Broncos have been underdogs for much of the preseason and this might give them an edge to win. There is not much pressure on them",
"R_9siYOinEu9HsxeV","football","opposite","car","The Denver Broncos will win the game because the Bronco players have more lung capacity from playing football in a higher elevation.  They have a mass of fans and more Denver fans will be at the game for support.  ",
"R_242Y4g1oNCvQDeF","football","opposite","car","Denver is likely to win this game because they will be extra motivated to win this one for Peyton Manning. This may be his last chance at winning a super bowl and this team really wants to win it for him. In addition, Denver has one of the best defenses in the league and this is Cam Newton's first chance at winning a Super Bowl, so he does not have much experience. While Peyton Manning has been to multiple Super Bowls and he understands what it takes to win this game. ",
"R_Zga9sY1ssA4qwZr","football","opposite","car"," The Broncos have less turn overs then the Panthers. And they score more touchdowns.And they have the crowed more behind them. and this makes them try harder.",
"R_2pXJ1CajV5RMvsU","football","opposite","car","The Denver Broncos have won more championship games than the Panthers, so their record alone makes them more likely to win the Super Bowl.  They have more experience, are more cohesive, and their coaching staff is excellent and strategic.  They are the favorites to win and are better liked than the Panthers overall, so they will have more moral support of the fans.  ",
"R_uvTvyYyRdIuDot3","football","opposite","den","Carolina wants to win the Super Bowl.  They are going to go all out, and give it everything they have.  They are on a hot winning streak, and they just might take it all the way.",
"R_1jcZpxchJiLoenj","football","opposite","den","The Panthers might play a better game, and bring their top game, and the Broncos might not be at their best or have a lot of injuries. Injuries are a serious thing after all.",
"R_3COxGdyk6jM1F5n","football","opposite","den","They might play harder and smarter than the Broncos. ",
"R_2dAanMBabR0Y8jE","football","opposite","den","Carolina is more likely to win the superbowl because they have a better team overall. Their defense is stronger that the Broncos' defense.",
"R_2WDxTbUZf2m2P8e","football","opposite","den","Carolinas more likely to win because of their unstoppable defensive line. Their running backs are quick and the chemistry of the overall team is bar none. ",
"R_1jqD1JSf7VWaV9s","football","opposite","den","Carolina will win because they have a better quarterback.  Their coach is also better.  Additionally, they're playing in a field that they're more familiar with.  The Broncos also have already won a superbowl, so the Carolina panthers will be ""hungrier"" to win.",
"R_3fE5t1tre572blf","football","opposite","den","Even if the Broncos are a better team, there are a lot of elements of luck. A missed catch or interception at any point in the game can change the whole course of the game, not to mention a fumble, trip, or missed tackle. A split second delay in a pass can mean the difference between a QB sack and a received touchdown.",
"R_3HwB5TsMxo2CBPJ","football","opposite","den","I honestly don't keep up too much with football so I just made a 50/50 guess. If I had to make a better prediction, I would look up recent statistics on each team to have a better idea of who has a higher chance of winning.",
"R_2PBGv1E2Nbcacb8","football","opposite","den","The Broncos will win because they are an all-around better team and have more experience in the Super Bowl.",
"R_2qDfqL2r6SFpuzn","football","opposite","den","There is a good chance the Panthers will win, as they have won it before. I have many friends in Carolina that indeed believe they will win based on their performances this year.",
"R_3dEcUpv94Q81TeM","football","opposite","den","The Carolina Panthers may just win the Superbowl because they are the underdogs and underdogs have more of a passion to win and less of the ego that the frontrunner.",
"R_RksIrUu4FKxW6TD","football","opposite","den","The Panthers are 15-1, which is the best record in the league this year. Cam Newton has been a powerhouse and is likely to have a great game.",
"R_29n2p5EzDZhg9fA","football","opposite","den","Carolina is likely more likely to win because until yesterday, I didn't even know who was playing.  So, I have no information or insight about who will win and the Panthers are just as likely - probably more so, than the Denver Broncos. So, nobody should listen to my uneducated prediction that Denver will win.",
"R_r39AWdRIUb7KphL","football","opposite","den","I do not know anything about football. Carolina Panthers might beat the Broncos. I haven't heard too much about them to know how they play. I know many people like the Broncos, which is why I picked them. ",
"R_2Y3urJ7MHpxuhfW","football","opposite","den","The Carolina Panthers have beat all odds to even make it to the Super Bowl this year. If they can make it this far, there is no reason they cannot pull off another victory to become Super Bowl Champions this year.",
"R_1PTdNoTmAtLQwI0","football","opposite","den","Denver may lose the superbowl due to unpredictable circumstances such as injuries or errors. ",
"R_2wvspNocaYSbTFL","football","opposite","den","I think the Carolina Panthers will beat the Broncos because they have a really good team this year. I would prefer the Broncos to win but I'm thinking maybe the Panthers will do a bit better especially with Cam Newton.",
"R_UAre8jDhnnHP973","football","opposite","den","I don't know anything about football, and did not even know who was in the superbowl, so I am likely to be entirely wrong about my prediction. The Carolina Panthers might beat the Broncos because they are a better team, more skilled, and more prepared for the game. Perhaps the Broncos will be intimidated because they know they are not as good a team, and they will suffer from feelings of inadequacy. The Panthers may be more motivated to win if they have more fans at the game. ",
"R_TkqIAfQFcP1Kp0J","football","opposite","den","I don't know much about the teams playing and that's why my prediction might be wrong.",
"R_3GkNi1q0fS8QR2Y","football","opposite","den","The Carolina Panthers have a stronger defense. Unlike the Denver Broncos, they have more to prove and will fight harder for a win.",
"R_3svnTfMLYTWjM7V","football","opposite","den","The Carolina Panthers will beat the Denver Broncos because they have a better coach.  The Panthers will also win because they are the superior team.",
